Date,Product_Category,Sales_Volume,Price,Promotion,Store_Location,Weekday,Supplier_Cost,Replenishment_Lead_Time,Stock_Level
2024-08-27,Personal Care,1008,6.406683733495053,0,Suburban,1,6.3397225288290455,1,58
2024-08-28,Household,1660,16.545926706216704,0,Suburban,2,8.03436929914361,7,128
2024-08-29,Personal Care,1424,11.100389827484186,1,Suburban,3,14.949631477579977,9,101
2024-08-30,Personal Care,1366,17.71739086986204,1,Suburban,4,2.4606510488363935,1,435
2024-08-31,Personal Care,221,11.920811531023888,1,Urban,5,10.29411265737817,2,458
2024-09-01,Household,1270,1.5636962382300565,1,Rural,6,6.2420140125914205,3,318
2024-09-02,Household,1690,13.832983943394694,1,Rural,0,2.4286420841562673,3,275
2024-09-03,Personal Care,849,1.8522177924478045,0,Rural,1,2.8016830689274883,8,100
2024-09-04,Snacks,1479,9.561343360679546,1,Rural,2,14.264460040561445,7,235
2024-09-05,Dairy,784,18.659107194989165,1,Suburban,3,13.25422170232055,6,83
2024-09-06,Dairy,1856,4.138874847419153,0,Suburban,4,13.652108426017817,4,340
2024-09-07,Dairy,1754,8.407574705889338,1,Suburban,5,14.877225249497105,9,279
2024-09-08,Household,408,14.86734586812109,0,Rural,6,3.52057315512351,1,180
2024-09-09,Household,794,17.762912565802104,0,Suburban,0,5.653870391778895,2,169
2024-09-10,Snacks,387,13.74791709010765,0,Suburban,1,10.203675933910567,4,492
2024-09-11,Dairy,406,5.905291829632215,0,Urban,2,7.5151368279793855,3,375
2024-09-12,Dairy,1935,13.817549205408108,0,Urban,3,6.566648233985836,1,296
2024-09-13,Personal Care,1717,6.6378251809777105,1,Suburban,4,5.688263115366099,5,481
2024-09-14,Household,1013,14.65015536655597,0,Urban,5,9.109819163180058,7,241
2024-09-15,Dairy,1846,19.12662942411577,0,Urban,6,8.84610471528119,2,452
2024-09-16,Snacks,761,14.706475571019478,1,Suburban,0,2.8411385939314813,5,372
2024-09-17,Snacks,648,17.394729555335836,1,Suburban,1,7.340227644017366,6,259
2024-09-18,Dairy,1475,1.039973020341785,0,Suburban,2,8.525340755042823,7,152
2024-09-19,Household,411,14.633870369900293,1,Suburban,3,8.769160611605162,1,378
2024-09-20,Snacks,972,16.762163580439754,1,Rural,4,3.5465542972291013,7,421
2024-09-21,Personal Care,1182,1.770616013348947,0,Rural,5,11.262935187658158,4,182
2024-09-22,Snacks,1766,17.560356818476382,0,Suburban,6,0.8653868749055097,8,372
2024-09-23,Beverages,1023,5.877190337890871,1,Urban,0,5.645061905375859,4,188
2024-09-24,Beverages,1837,13.64054993758305,0,Suburban,1,11.813083403766687,6,170
2024-09-25,Household,854,16.206742701444725,0,Suburban,2,8.676447355303335,9,143
2024-09-26,Dairy,134,13.590625748127755,1,Urban,3,4.2868552714074735,5,178
